"ID_NAME","CONSUMPTION_SEGMENT_CODE","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01","2023-03-01","2023-04-01","2023-05-01","2023-06-01","2023-07-01","2023-08-01","2023-09-01","2023-10-01","2023-11-01","2023-12-01","2024-01-01","2024-02-01","2024-03-01","2024-04-01","2024-05-01","2024-06-01","2024-07-01","2024-08-01","2024-09-01","2024-10-01","2024-11-01","2024-12-01","2025-01-01","2025-02-01","2025-03-01","2025-04-01","2025-05-01","2025-06-01","2025-07-01","2025-08-01","2025-09-01","2025-10-01","2025-11-01","2025-12-01","2026-01-01","2026-02-01","2026-03-01","2026-04-01","2026-05-01","2026-06-01"
"Women's boots","510529",2.755,-1.434,-1.134,-2.785,2.686,2.765,8.122,6.865,5.56,7.317,2.508,-1.795,-0.52,7.945,8.476,19.071,17.949,18.188,15.189,12.988,12.033,9.003,9.955,10.796,8.123,5.736,1.292,-7.623,-8.966,-5.465,-1.751,-2.681,-3.949,-0.706,-0.639,-1.485,-4.443,-2.878,3.074,-10.065,-5.202,-10.554,-15.784,-9.508,-8.642,-10.196,-10.946,-9.528,-5.438,-8.889,-8.078,4.55,-1.443,-0.599
"Women's shoes - flats","510530",6.309,9.185,3.542,2.576,-0.397,-3.968,-2.911,-0.948,1.298,1.2,2.318,0.065,2.519,2.776,0.81,-0.232,-1.599,4.709,6.479,5.2,2.528,2.133,0.648,3.328,-1.076,-1.262,2.464,3.434,2.935,-2.353,-4.667,-1.226,-1.685,0.02,-1.543,-2.553,3.117,1.934,-1.079,-3.007,-0.741,-0.408,0.281,-4.394,-2.164,-2.864,-2.884,-1.884,-2.646,-2.261,-1.889,-1.16,-0.818,-0.223
"Women's shoes - high heels","510533",16.335,22.412,17.738,19.186,16.953,11.669,14.209,19.36,17.744,11.69,1.388,-1.527,-1.373,-0.482,0.561,-2.605,-1.517,4.434,3.78,1.745,2.613,-0.045,2.786,6.681,4.86,0.796,1.947,5.729,3.006,-2.889,-3.497,-3.818,-2.618,-1.719,-1.65,-5.107,-2.925,1.773,-0.254,-4.663,-2.892,-2.373,0.163,-0.328,0.122,1.749,-2.316,3.958,2.036,-0.76,-1.323,2.186,0.078,3.84
"Men's boots - walking/hiking","510536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.17,-4.84,-7.788,-7.114,-5.433,-4.565
"Women's shoes - canvas or trainers","510537",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.927,4.052,5.252,5.645,4.022,2.939
"Men's sandals or sliders","510538",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.895,15.037,12.955,9.451,8.38,-0.311
"Umbrella","520103",5.342,4.808,3.082,1.848,-0.912,2.913,0.085,-0.008,0.866,0.128,-1.049,1.424,2.889,2.071,3.437,3.758,4.249,0.817,5.314,4.013,4.998,2.268,2.67,0.028,1.646,0.341,-1.495,0.359,-1.065,-0.565,-2.994,-1.088,-3.227,-0.001,-3.797,-0.692,-1.946,0.141,2.004,0.455,1.286,1.199,1.27,5.177,3.082,-0.877,7.515,4.406,4.537,5.771,5.873,5.661,5.645,5.528
"Handbag or shoulder bag","520109",1.921,2.77,3.298,8.544,3.198,5.76,1.649,2.722,5.547,4.446,6.005,3.7,0.16,2.515,2.08,-3.372,-1.544,-1.711,-1.595,-0.718,0.666,-0.768,-0.683,-3.219,-0.389,-2.848,-2.164,-0.651,-3.503,-6.158,-1.448,-1.76,-6.332,-4.11,-3.162,-0.48,-2.245,-0.045,-2.795,-2.514,0.411,-2.143,1.292,0.144,2.798,2.366,0.46,3.039,1.297,2.241,4.027,3.689,2.154,1.012
"Flower vase","520118",13.823,12.596,13.848,14.114,15.862,14.781,12.777,11.185,10.379,8.636,6.769,-0.344,-6.344,-4.719,-8.997,-8.622,-10.137,-8.506,-8.781,-8.296,-11.044,-7.186,-11.242,-10.477,-5.969,-7.498,-6.609,-6.829,-5.964,-7.536,-6.803,-8.598,-9.109,-10.295,-9.036,-5.69,-7.203,-4.361,-2.322,-3.884,-3.461,-2.498,-4.467,-6.115,-6.951,-3.15,-0.736,-0.849,-5.285,-5.303,-6.087,-2.791,-3.424,-5.215
"Ring - solid gold (9ct)","520130",6.601,9.454,10.994,10.783,7.558,6.326,8.346,11.645,10.286,11.409,9.531,10.78,9.21,8.695,8.235,8.799,6.682,6.438,5.475,3.834,2.208,1.733,2.817,2.544,4.629,4.457,3.771,3.488,3.895,4.329,6.813,5.874,9.88,10.081,11.352,10.103,10.302,12.722,15.034,15.643,17.991,20.458,19.32,20.44,20.52,22.389,21.59,22.864,21.928,28.565,29.85,30.523,28.995,26.185
"Watch - analogue, metal strap","520131",0.375,1.853,2.998,3.718,3.08,0.821,5.131,4.036,3.388,2.506,2.232,3.094,1.843,3.718,3.809,5.028,3.756,5.726,3.998,2.168,1.852,4.225,3.308,2.478,3.183,0.562,-0.154,-0.154,-1.32,-2.425,-1.474,-1.865,-1.507,-1.433,-0.013,1.177,0.478,1.34,-0.208,0.321,1.143,1.79,0.403,1.998,2.1,0.737,-1.146,0.239,0.601,-0.293,2.384,2.947,2.512,1.338
"Wall mirror","520132",11.561,13.501,14.95,10.238,11.499,8.013,9.302,8.437,7.77,5.789,5.567,5.515,8.211,5.712,5.477,3.518,4,5.244,4.088,3.33,2.529,3.369,4.557,4.231,-4.771,-1.843,-1.375,0.199,-3.204,-5.235,-7.985,-4.248,-3.379,-2.63,-3.662,-2.871,5.134,0.876,-0.756,-3.378,1.737,3.96,5.374,-0.084,-0.994,-0.635,-0.857,-2.78,-8.855,-3.687,-5.093,-3.391,-5.737,-7.424
"Luggage - trolley case","520134",11.458,9.6,8.237,14.4,18.278,16.677,16.745,14.835,11.838,11.487,14.125,8.57,7.7,4.97,4.694,2.009,-2.279,-2.946,-1.455,-0.494,-3.438,-2.517,-7.3,-4.987,-2.077,-1.092,-3.861,-5.528,-4.091,-3.134,-3.307,-1.328,-1.187,-1.364,-1.633,-1.349,-5.344,-4.496,-3.695,-6.994,-6.681,-6.64,-7.189,-2.948,-5.856,-5.8,-6.805,-5.639,-4.341,-5.188,-6.527,-3.577,-5.866,-6.544
"Ring - diamond solitaire","520135",2.423,-1.448,-0.942,0.488,2.954,-0.348,0.723,4.152,3.081,3.307,5.4,4.662,1.812,6.185,4.941,3.431,2.537,0.83,3.221,1.372,1.931,1.579,0.01,1.221,1.697,-0.372,-0.089,0.298,0.573,2.573,-0.836,-0.71,-2.666,-0.176,0.274,-1.422,-2.04,-2.215,-2.739,-2.492,-4.535,-2.189,-1.925,-2.272,-0.488,-0.791,-0.23,0.276,1.154,2.224,2.741,1.796,2.16,0.59
"Photo frame","520136",2.666,2.25,7.003,9.094,5.494,6.976,6.281,6.26,5.482,5.368,3.188,-0.454,0.271,-0.928,-4.395,-4.346,-2.25,-4.3,-4.949,-4.116,-1.255,-3.139,-1.495,-0.801,-2.226,-1.745,-4.68,-5.104,-6.352,-6.472,-3.139,-4.478,-6.817,-5.925,-2.457,-1.702,-2.362,-1.181,1.175,2.387,3.688,6.055,4.642,4.628,3.025,5.468,1.458,3.565,6.261,4.086,4.787,3.746,3.118,0.234
"Earrings - sterling silver","520137",-3.076,-1.099,3.498,1.574,3.283,0.791,1.775,7.345,6.515,3.933,4.254,4.566,8.164,8.302,4.727,7.761,7.837,9.365,9.32,3.824,5.59,7.641,4.819,4.057,3.812,1.985,3.102,1.586,3.282,3.425,3.767,4.666,3.996,3.705,5.5,6.577,5.637,8.519,6.984,7.8,5.42,4.944,4.159,1.573,0.776,2.98,3.117,2.026,4.516,5.5,9.608,8.548,10.226,12.455
"Glasses - frames and single-vision lenses","520138",-0.768,-0.119,-0.513,-0.361,-0.812,-0.946,-0.455,0.909,1.038,1.941,1.594,2.13,3.111,2.866,4.445,3.986,4.274,4.82,10.593,9.031,9.559,9.232,9.205,8.044,7.56,7.909,6.756,8.069,7.107,7.476,1.316,1.549,1.319,1.433,1.175,3.738,3.765,4.09,4.014,3.33,4.458,3.791,4.423,4.299,4.291,4.101,4.832,2.549,2.522,2.405,2.862,2.92,2.086,2.471
"Contact lenses - daily disposable","520139",1.881,3.238,3.602,2.842,1.51,0.422,0.861,0.672,1.143,1.644,1.363,1.835,2.156,1.829,2.867,1.964,2.585,3.2,7.406,8.322,8.636,9.213,10.347,10.37,10.404,11.467,11.075,12.547,12.353,12.26,7.194,5.924,5.415,4.675,3.636,4.367,5.583,4.843,4.592,4.32,4.349,3.635,4.154,4.535,4.408,4.205,4.178,2.859,1.459,1.659,1.455,1.789,2.33,2.734
"Necklace","520140",2.558,11.329,5.311,7.88,1.434,1.942,4.941,9.461,8.613,7.284,6.299,8.663,5.49,4.462,8.529,7.618,7.158,7.438,6.266,5.417,5.226,5.451,5.504,6.717,6.664,5.928,6.356,4.494,3.467,3.109,-0.819,0.966,1.333,1.039,0.738,-2.301,-0.892,1.386,0.228,0.651,1.845,0.5,4.693,2.127,0.995,1.073,1.65,3.949,1.808,0.878,1.291,-0.256,-1.119,-0.118
"Reusable bottle or mug","520142",5.467,5.699,4.085,2.917,3.513,4.644,5.266,0.665,1.616,3.477,1.319,2.13,7.692,6.527,6.807,6.528,7.371,6.902,6.745,4.88,8.994,1.78,1.04,4.185,0.706,0.032,-0.733,-1.069,-0.814,-1.514,-1.331,0.217,1.01,6.065,3.621,3.911,0.583,1.084,2.104,-1.106,-2.334,-0.965,-0.495,-1.619,-4.939,-5.09,-3.781,-6.316,-2.517,-1.439,-2.217,0.347,1.371,0.254
"Indigestion tablets","520202",2.03,2.33,2.067,3.717,3.59,1.19,3.136,3.34,3.471,1.502,5.961,2.431,6.831,7.637,8.588,9.835,8.862,13.639,8.67,15.437,19.702,24.523,14.009,21.85,16.644,16.687,16.01,10.622,15.222,16.061,20.128,15.276,11.346,7.094,10.645,7.673,11.687,10.76,10.782,13.343,11.896,12.145,9.81,9.807,9.357,7.354,7.314,5.925,6.152,6.655,6.41,5.275,3.57,2.146
"Toothpaste","520209",1.383,3.418,6.607,7.147,2.469,15.088,6.571,6.25,10.919,9.404,10.767,7.272,7.321,10.407,14.716,15.016,18.353,8.822,13.256,15.804,11.296,11.622,15.731,14.984,15.765,9.531,7.205,6.321,3.068,6.416,7.652,3.985,9.346,2.673,2.247,0.139,2.321,0.615,0.716,2.159,4.58,-0.739,-0.213,2.247,-0.163,7.484,4.05,9.511,-0.426,5.398,3.739,5.695,-1.514,6.993
"Tissues - box","520213",-3.337,-2.144,0.458,1.7,3.737,5.758,9.384,12.551,15.222,15.28,19.08,20.343,21.918,20.253,18.826,16.649,13.094,14.191,13.736,9.051,5.205,6.353,3.036,3.729,0.224,1.258,-1.807,-2.442,-2.937,-8.907,-10.007,-11.018,-6.286,-11.708,-12.085,-14.11,-11.773,-13.033,-10.569,-10.202,-6.807,-3.286,-3.108,-2.548,-6.314,-0.912,-1.335,0.731,2.139,2.894,0.533,0.607,0.012,0.012
"Facial moisturiser or day cream","520215",3.237,3.036,-2.736,7.16,0.74,2.935,4.327,13.896,5.952,14.732,13.954,7.19,14.971,14.997,14.664,15.5,13.731,17.905,13.5,19.268,14.916,9.591,6.202,16.966,10.842,12.803,7.371,7.25,1.075,7.319,1.289,-4.521,8.219,-2.33,2.856,-2.473,-0.636,-6.46,-0.594,-1.348,1.605,-1.693,2.428,-0.258,-3.705,3.7,-4.306,2.289,-0.238,5.36,1.009,1.463,1.031,6.999
"Deodorant or antiperspirant","520216",1.741,-0.151,7.897,5.237,7.46,4.187,11.697,6.098,13.169,11.51,5.024,10.393,6.008,6.684,3.352,9.725,12.359,9.388,10.408,10.106,11.827,7.204,11.761,5.486,11.319,8.79,13.319,6.833,7.086,5.608,4.443,5.705,4.944,8.306,4.588,8.578,5.646,7.766,3.556,2.075,0.134,3.908,1.999,-0.447,-0.097,-1.575,1.582,-0.19,-0.414,-0.147,2.23,3.242,3.99,3.597
"Disposable nappies","520219",4.404,-0.489,3.869,2.227,9.918,4.557,7.738,8.489,10.374,13.072,13.177,16.856,10.122,17.981,15.75,14.224,9.18,14.108,9.998,7.852,7.062,8.22,8.276,4.014,10.42,4.589,5.274,4.368,4.528,4.967,1.045,8.176,3.614,1.783,1.955,4.407,-3.562,1.187,-1.902,0.342,-1.254,-2.721,4.323,-1.114,-0.429,0.375,0.621,-1.005,1.996,0.702,1.052,2.158,-1.814,3.604
"Multivitamins - tablets or capsules","520222",-1.112,1.345,0.606,2.481,0.058,0.715,0.916,-0.152,2.83,0.615,-2.165,1.607,8.325,4.127,7.347,8.23,10.688,12.185,9.797,11.51,11.04,14.241,16.725,14.59,10.01,11.938,9.996,7.555,2.902,2.116,5.636,3.521,3.397,1.6,3.97,2.516,2.306,2.08,2.198,0.81,5.405,2.979,3.234,4.98,6.199,8.23,5.955,4.927,6.357,6.78,5.161,5.889,5.136,5.184
"Mascara","520223",-13.342,-13.727,-13.145,5.295,6.216,8.01,6.144,8.232,10.257,11.178,10.512,13.828,30.168,33.315,31.286,12.352,12.655,8.85,11.646,10.919,7.87,7.89,8.018,6.157,6.985,5.27,5.801,1.162,-9.365,2.999,2.154,1.702,2.278,1.823,1.789,1.309,1.347,2.338,0.286,1.028,11.803,0.867,0.985,1.767,1.399,0.65,0.95,1.111,0.751,0.018,1.924,2.972,3.047,1.568
"Shampoo","520226",1.09,5.251,4.673,6.831,-1.032,6.649,1.05,6.101,14.016,7.267,8.444,7.228,13.269,10.065,9.083,8.562,14.226,10.858,8.635,15.188,5.217,8.801,4.791,6.471,4.024,3.511,0.961,6.49,3.688,4.101,4.844,1.957,4.892,-2.874,6.118,2.078,6.474,10.657,13.87,12.311,14.709,6.88,7.871,3.316,2.843,8.417,8.493,3.811,1.926,-0.037,-1.971,-1.181,-3.82,4.567
"Pain relief - tablets or capsules","520227",1.073,-2.181,-2.691,-1.812,-3.767,-3.513,-4.686,-2.169,-0.108,7.567,9.77,10.072,7.499,13.232,13.437,12.594,13.727,10.54,13.304,10.731,11.104,3.52,3.918,3.781,3.343,2.835,4.094,3.904,3.848,4.532,5.163,2.518,3.034,3.494,1.582,1.619,2.903,3.068,0.055,-0.1,0.668,-0.19,0.938,1.773,0.602,0.383,1.797,-1.054,-1.154,-2.763,-1.108,-1.012,1.056,1.454
"Plasters","520228",2.951,1.956,1.791,0.192,2.31,3.752,-0.252,2.198,5.441,8.973,9.09,9.679,9.311,9.845,11.803,11.998,9.843,8.483,11.571,8.418,7.79,4.634,3.344,2.299,2.425,2.66,2.479,3.387,4.282,6.177,2.734,5.308,2.406,0.529,2.087,1.661,1.456,2.018,-1.937,0.284,-3.534,-0.82,0.748,0.201,-2.71,-0.316,0.213,-0.124,0.079,-0.992,-0.146,0.782,4.247,-2.256
"Condoms","520230",-1.464,-0.476,-0.659,-1.568,1.002,1.264,1.554,9.191,2.994,6.183,3.195,4.049,6.491,6.924,5.795,8.877,8.711,5.161,5.408,3.642,2.466,2.71,3.631,4.238,2.075,0.816,0.908,0.548,2.014,2.708,3.182,3.377,5.538,1.948,3.654,0.603,0.378,0.679,2.617,1.393,0.786,1.51,1.485,-1.081,-3.204,-1.933,-1.069,0.531,0.558,0.878,3.413,0.961,1.633,0.438
"Fragrance (men's or women's) - any brand","520234",-0.259,3.036,-1.996,-3.819,-0.449,2.785,2.24,5.563,4.667,5.031,3.55,5.384,10.249,7.222,10.809,20.302,11.794,10.578,14.375,7.728,14.525,15.071,12.462,8.705,5.213,6.588,8.812,2.422,5.526,4.426,1.106,5.761,-0.176,-1.548,-0.62,6.335,3.751,3.741,-0.931,0.05,-0.049,-1.245,1.391,-1.255,-0.597,0.404,0.864,-2.485,0.609,-2.872,0.292,-0.242,-0.786,1.884
"Sunscreen - SPF 15+","520235",-7.016,-6.436,-3.465,-1.62,-8.601,-7.783,-9.378,-2.181,-1.156,3.707,1.663,1.896,7.086,8.47,7.515,3.351,14.277,16.953,20.828,9.98,14.787,11.833,10.782,10.445,13.139,11.523,11.5,13.97,11.379,11.137,7.399,10.835,8.131,4.153,3.337,1.668,5.762,5.427,5.267,6.344,5.81,3.579,5.015,3.688,2.398,3.938,2.847,6.102,-0.405,-0.354,-0.462,-1.216,-3.253,-2.312
"Hair colourant - permanent","520236",-0.49,3.674,4.035,4.501,3.714,5.411,5.916,6.567,4.958,5.647,4.805,7.509,9.259,3.86,4.921,8.563,11.266,10.234,8.511,9.968,11.552,11.325,11.304,12.232,12.331,12.382,13.336,8.518,10.134,7.893,11.237,7.918,10.024,5.629,3.386,5.89,2.671,0.243,-0.103,-1.937,-2.688,-3.375,-3.333,-3.457,-5.825,-0.613,1.25,-1.242,-2.186,5.89,3.105,7.851,1.911,9.441
"Hair gel","520237",-0.278,0.485,2.746,2.779,2.689,6.412,6.212,4.377,8.226,6.42,6.905,10.006,11.792,9.329,7.309,7.806,2.878,4.171,-7.109,-11.379,-5.976,-6.995,-2.596,-13.437,-4.379,-6.404,-3.546,13.705,21.82,12.469,33.353,36.537,23.575,27.943,23.691,34.448,16.403,23.822,21.224,1.2,2.643,5.91,0.918,5.414,3.513,2.228,0.948,0.546,6.77,5.289,8.143,6.063,3.309,7.544
"Shower gel","520238",-6.547,16.316,-6.658,14.471,-3.686,14.11,-2.159,6.559,16.344,-2.29,9.253,-2.911,16.071,-4.742,15.837,1.902,11.372,2.571,10.74,15.395,-0.33,15.738,1.958,0.768,-2.998,5.276,-4.845,-0.484,-5.645,-3.631,-6.063,-11.386,-3.97,-8.784,-7.531,0.604,-2.446,0.166,-2.347,-3.958,2.802,-2.648,-1.741,5.779,6.08,3.38,7.989,11.039,5.369,4.973,7.428,11.413,4.511,13.833
"Razor blades - cartridge","520241",1.944,1.853,1.451,-1.188,-0.837,0.746,1.004,1.927,2.716,0.421,0.734,1.342,1.271,1.792,1.368,3.706,5.361,4.898,6.71,5.609,4.203,5.266,6.137,5.729,5.824,4.79,4.192,6.866,5.638,4.647,1.17,1.312,7.05,4.336,4.129,4.245,2.604,1.469,2.19,0.26,-1.392,-1.237,0.903,1.943,-2.812,-2.371,-2.845,-1.775,-1.246,0.145,-1.159,-1.74,-0.934,-1.317
"Cold and flu medicine - powder sachets","520242",1.655,3.443,1.52,2.395,-0.783,-0.777,-0.029,2.476,5.622,7.265,8.019,11.446,20.313,20.07,24.342,23.478,25.588,27.042,26.668,22.613,19.514,19.498,22.136,18.081,7.671,6.816,4.056,4.999,4.753,-0.082,0.553,1.447,2.963,3.562,0.709,0.917,2.155,3.036,2.889,4.595,5.768,11.322,8.866,7.273,6.764,1.679,2.116,2.294,5.684,8.319,7.68,3.571,2.484,3.383
"Foundation - liquid","520243",0.835,0.08,-0.675,2.685,-0.385,0.695,1.759,2.111,2.165,0.109,0.488,3.068,1.527,2.23,4.156,4.409,6.252,4.814,4.639,5.234,4.776,8.691,8.242,6.644,7.607,6.846,6.783,2.83,1.802,1.191,2.878,1.861,2.551,1.568,1.875,1.465,2.159,3.057,2.339,3.512,2.804,3.976,2.11,1.991,2.957,0.702,2.148,1.661,0.348,0.031,0.724,0.574,-1.102,-2.423
"Manual toothbrush","520244",3.803,-3.21,-4.112,-8.682,-1.037,-6.136,6.517,0.32,-2.696,-1.416,-3.431,11.178,-1.91,5.723,13.815,15.934,6.752,7.178,13.272,3.294,8.925,8.329,8.894,-4.55,6.921,1.432,0.236,-4.993,5.151,5.166,-1.46,4.911,0.966,-1.236,4.573,11.422,-3.44,-0.044,0.829,6.539,-2.525,7.393,2.126,-8.278,3.172,-9.261,-3.143,-12.724,6.35,0.098,-9.052,-3.629,-2.671,-2.555
"Allergy tablets - antihistamine","520245",1.233,3.891,3.236,-0.328,2.795,1.071,-3.473,2.185,2.375,2.332,2.949,0.424,2.289,4.167,6.649,1.057,12.816,6.645,9.254,9.874,10.55,6.51,4.554,2.618,4.919,3.402,2.462,4.839,-0.795,3.433,-0.999,4.681,1.836,6.251,6.638,8.508,5.385,5.238,6.172,6.296,5.427,3.463,6.759,2.577,4.165,3.761,0.279,0.111,-0.793,-1.285,0.501,-3.054,-1.725,2.327
"Lip gloss","520246",2.618,5.29,3.021,-0.392,2.357,2.481,2.559,3.937,1.311,2.944,1.039,3.376,0.66,5.155,1.078,2.36,2.407,2.178,4.492,4.779,1.98,0.442,0.21,0.465,2.169,2.028,3.426,-0.469,0.671,0.055,-0.664,0.712,1.899,0.274,1.657,1.961,1.129,-3.565,-0.279,2.912,-2.195,-0.77,0.434,0.753,0.213,1.594,0.163,0.25,0.127,3.73,1.581,2.401,5.33,3.036
"Soap/hand wash - liquid","520247",0.661,-9.159,-0.037,2.682,-0.96,0.675,-1.706,1.714,-0.099,9.21,6.32,12.867,7.498,20.225,11.003,13.784,12.965,15.983,16.747,14.601,16.473,11.294,14.557,8.178,13.014,9.122,12.503,11.845,14.897,10.097,8.207,9.8,13.068,6.904,7.119,8.448,3.42,1.251,2.152,-0.381,4.11,0.496,4.05,4.426,-0.835,8.549,0.828,5.767,5.388,8.724,7.003,3.916,3.894,6.314
"Hair conditioner","520248",0.622,2.27,3.712,-1.498,-2.121,4.794,2.404,1.48,8.706,2.956,3.712,1.901,12.963,3.962,10.963,4.267,11.739,3.037,3.292,9.364,10.269,14.002,9.502,9.909,7.184,10.422,5.07,12.462,7.847,12.239,11.824,7.078,5.51,1.837,6.175,7.607,1.636,1.99,7.965,4.603,7.718,4.363,4.855,7.574,0.802,4.601,3.504,1.182,7.106,3.854,5.264,1.926,4.647,4.536
"Baby wipes","520249",7.306,12.809,5.653,12.188,8.167,4.368,5.053,2.533,10.383,1.462,11.812,9.048,12.719,9.042,16.368,12.474,12.207,16.348,9.355,14.782,9.049,10.811,6.96,5.667,2.277,0.266,-1.844,-3.923,-1.502,-4.504,-4.379,-6.148,-5.819,-4.48,-3.366,-3.994,-2.42,-2.978,-1.333,0.11,-1.449,-1.275,0.599,-0.078,-1.194,-2.296,-2.266,-1.889,-3.686,-3.53,-3.594,-3.826,-4.066,-2.809
"Nail varnish","520250",-1.192,0.187,2.272,-1.204,2.505,5.799,6.016,7.159,6.262,5.782,8.699,8.14,8.527,9.671,7.154,9.601,7.802,3.484,3.411,2.368,1.539,2.07,0.12,1.204,-0.635,0.232,2.138,0.514,0.19,-0.899,-0.982,0.63,1.977,0.077,2.364,2.062,3.841,2.759,0.642,2.125,1.336,4.417,4.426,3.951,3.539,4.008,1.755,2.002,1.377,2.475,3.462,2.489,3.405,1.582
"Cough liquid","520251",4.276,3.535,3.196,1.878,3.903,3.415,3.749,6.109,8.903,5.042,9.409,9.608,9.466,16.211,8.763,10.871,9.008,8.754,10.457,7.113,6.75,12.437,8.878,10.285,9.66,3.616,11.732,8.195,8.353,8.43,6.207,7.155,6.587,5.781,4.939,3.878,3.478,2.585,-0.368,-0.141,0.656,0.178,0.62,0.743,1.648,1.133,0.242,0.026,0.237,0.989,0.272,0.888,0.812,1.384
"Body lotion","520252",-1.685,-2.455,-2.699,-4.166,0.772,4.696,3.239,5.912,8.305,9.162,2.56,14.074,5.207,15.509,8.346,10.698,13.947,10.691,17.818,15.943,17.121,9.432,13.583,6.647,14.005,11.016,13.632,12.852,7.697,6.57,0.939,1.13,3.852,6.742,5.498,6.51,1.898,-0.188,-0.836,6.809,1.038,3.253,3.181,0.345,-0.096,-3.823,-9.073,-1.577,-6.18,-1.138,1.857,-7.234,-0.22,-6.621
"Self-tanning product (e.g. lotion, foam, mousse)","520253",6.559,3.59,4.329,3.457,3.3,-0.118,1.55,4.434,1.917,9.127,5.025,6.185,8.373,8.651,7.639,5.605,12.575,11.124,3.783,14.549,10.312,5.258,8.996,6.982,6.052,9.958,3.469,8.495,3,2.538,10.569,0.474,-2.445,-2.272,-1.623,-1.628,-2.46,-3.725,2.049,-0.026,-0.375,-2.827,-0.931,-2.03,8.298,3.683,0.84,0.615,3.656,0.7,0.226,0.936,-1.496,4.958
"Mouthwash","520255",,,,,,,,,,,,,,,,,,,,,,,,,10.976,6.025,12.753,15.271,6.241,2.921,4.037,8.595,6.272,0.254,2.431,4.586,-0.789,-0.409,3.443,-4.049,4.373,-2.275,0.942,-2.324,-5.706,5.645,-4.12,5.975,-0.836,4.007,-3.256,2.76,2.023,2.708
"Sanitary towels","520256",,,,,,,,,,,,,,,,,,,,,,,,,3.557,-1.632,-2.814,-0.709,1.658,-0.742,4.873,5.796,5.011,3.18,2.964,7.483,5.71,6.583,3.295,2.376,-3.729,0.129,-1.514,-2.527,-1.094,-3.043,0.956,-6.469,-3.849,0.729,2.811,-0.432,8.064,3.992
"Men's haircut","520301",4.309,4.867,5.027,5.701,5.187,5.81,5.439,5.569,6,6.131,6.881,6.918,7.265,7.282,6.949,6.911,6.4,5.926,6.278,5.588,5.735,5.77,5.148,4.829,4.618,4.225,4.7,4.988,4.802,4.647,4.832,5.075,4.472,4.414,4.402,5.105,4.955,5.459,5.083,4.511,5.072,5.464,5.093,5.334,5.692,5.89,5.685,5.643,5.05,4.83,4.564,4.622,4.336,4.113
"Women's haircut and blow-dry","520303",5.227,5.666,5.564,6.32,6.117,6.09,6.221,6.303,6.507,6.327,6.841,6.777,6.395,6.29,6.403,6.076,5.553,5.5,5.34,4.992,5.04,4.952,4.47,4.595,4.348,4.375,4.566,4.835,5.222,5.267,5.537,5.644,5.302,5.819,5.602,5.462,5.299,5.399,5.805,5.728,5.836,5.744,5.389,5.166,5.451,5.242,5.226,5.19,5.206,5.23,4.283,4.085,3.787,4.005
"Women's hair highlighting","520311",4.924,5.109,5.043,5.47,5.474,5.255,5.112,5.6,5.433,5.547,6.659,6.612,6.023,6.754,7.069,6.94,6.286,6.079,6.426,5.995,5.845,5.916,5.236,5.534,5.293,4.342,4.392,4.981,4.86,5.122,4.921,4.949,4.8,4.427,4.811,4.281,5.044,5.176,5.236,5.024,5.007,5.245,4.955,5.182,5.544,5.558,5.009,5.381,4.683,4.764,4.267,4.011,4.271,4.158
"Physiotherapy (private)","520313",1.603,2.402,3.123,3.392,3.269,3.847,3.427,3.189,3.21,3.622,4,4.053,4.077,3.804,3.499,3.819,3.649,3.536,3.728,3.489,3.595,3.925,3.617,3.573,3.819,3.659,3.55,3.94,3.732,3.468,3.558,3.956,3.913,3.824,4.022,4.197,3.957,3.807,3.885,3.131,3.519,3.463,3.476,3.422,3.419,3.466,3.178,3.248,3.129,3.127,3.262,3.464,3.467,4.118
"Residential home care fees","520324",4.758,4.492,4.434,4.545,4.35,4.005,4.807,4.794,5.441,7.051,7.787,8.3,8.425,9.329,10.152,10.386,10.372,10.193,10.931,11.72,11.422,10.185,10.033,9.636,10.05,10.036,9.269,8.85,8.368,9.166,8.263,7.717,7.515,7.819,7.688,7.42,7.545,7.674,8.219,8.862,8.756,8.181,7.468,7.242,6.77,6.61,6.73,7.031,7.823,7.572,7.728,7.097,7.463,7.613
"Nursing home care fees","520325",4.378,4.425,4.69,4.016,3.777,3.39,4.491,4.878,5.519,8.278,9.174,9.621,10.163,10.484,10.029,10.263,10.336,10.949,10.31,11.024,9.847,8.151,7.614,7.629,8.162,8.261,8.349,8.719,9.184,8.666,8.339,7.315,7.306,7.093,7.07,7.273,6.977,7.454,7.906,7.718,7.367,7.262,6.887,7.064,6.964,6.676,6.26,5.757,6.11,6.102,6.016,5.734,5.502,5.304
